ensg	lof.pLI	lof.z_score	mis.z_score	syn.z_score
ENSG00000115568	8.15E-22	2.92E+00	2.14E+00	1.98E+00
ENSG00000166478	8.80E-09	2.63E+00	2.46E+00	-2.18E-01
ENSG00000167635	3.50E-01	2.38E+00	3.26E+00	9.07E-01
ENSG00000163848	1.00E+00	5.98E+00	4.59E+00	3.78E-01
ENSG00000179909	8.44E-03	3.37E-01	7.50E-01	2.56E-01
ENSG00000204920	3.50E-06	-4.83E-01	9.05E-01	6.12E-01
ENSG00000170631	2.01E-04	9.71E-01	6.95E-01	8.37E-02
ENSG00000170949	1.73E-02	1.20E+00	2.23E+00	1.63E+00
ENSG00000197279	5.97E-04	1.48E+00	1.37E+00	1.57E+00
ENSG00000175787	2.09E-04	2.57E-01	7.97E-01	-2.64E-02
ENSG00000186272	1.26E-01	1.09E+00	1.14E+00	5.41E-01
ENSG00000103343	1.81E-06	1.60E+00	5.24E-01	1.59E-01
ENSG00000105497	4.34E-02	1.52E+00	1.59E+00	1.85E+00
ENSG00000188629	9.07E-07	3.55E-01	-6.66E-01	-8.64E-01
ENSG00000154957	1.77E-10	1.82E+00	1.81E+00	6.85E-01
ENSG00000167384	3.23E-03	-2.27E-01	4.60E-01	-2.56E-01
ENSG00000197841	2.41E-03	6.87E-01	1.97E+00	8.15E-01
ENSG00000096654	1.00E+00	4.84E+00	3.07E+00	1.84E+00
ENSG00000136870	2.99E-06	2.59E+00	1.21E+00	2.32E-01
ENSG00000157429	1.76E-03	5.60E-01	4.18E-01	6.79E-01
ENSG00000005801	9.46E-02	1.79E+00	2.20E+00	1.32E+00
ENSG00000186448	2.39E-03	2.14E+00	1.98E+00	7.56E-01
ENSG00000275111	1.14E-03	1.66E+00	1.70E+00	7.92E-01
ENSG00000132010	2.23E-03	6.55E-01	2.05E+00	1.56E+00
ENSG00000010539	3.75E-12	1.82E-01	-1.56E+00	-1.24E+00
ENSG00000166261	3.33E-02	3.60E+00	2.40E+00	6.72E-01
ENSG00000122386	8.53E-06	2.56E+00	-4.75E-01	-1.23E+00
ENSG00000010244	1.25E-01	3.66E+00	2.70E+00	-1.58E+00
ENSG00000160321	1.42E-03	7.37E-01	-2.11E+00	-8.92E-01
ENSG00000121417	1.06E-08	-1.45E+00	6.03E-01	8.77E-02
ENSG00000170260	8.41E-08	1.90E+00	1.34E+00	6.20E-01
ENSG00000085644	6.38E-07	1.66E+00	1.70E-01	-3.18E-01
ENSG00000149050	9.98E-13	1.33E+00	4.39E-01	8.60E-01
ENSG00000149054	2.54E-07	7.85E-01	-4.19E-01	2.22E-01
ENSG00000171940	1.00E+00	6.16E+00	1.77E+00	-1.00E+00
ENSG00000165804	7.27E-03	2.40E+00	-1.67E+00	-3.61E+00
ENSG00000165512	5.62E-05	7.75E-01	3.96E-01	7.00E-01
ENSG00000159905	3.25E-03	8.05E-01	1.30E+00	8.77E-01
ENSG00000159885	9.31E-03	9.66E-01	1.78E+00	1.53E+00
ENSG00000178386	3.59E-03	8.43E-01	1.47E+00	1.41E+00
ENSG00000267680	3.85E-03	6.06E-01	1.64E+00	2.05E-01
ENSG00000256294	6.52E-02	1.48E+00	1.56E+00	8.35E-01
ENSG00000167380	1.41E-02	1.12E+00	-6.70E-01	-2.93E-01
ENSG00000131115	1.22E-02	1.07E+00	1.49E+00	1.07E-01
ENSG00000278318	2.55E-03	7.10E-01	2.68E-01	5.37E-01
ENSG00000167377	5.69E-11	1.47E+00	6.30E-01	1.03E+00
ENSG00000159882	1.07E-05	-3.51E-01	9.01E-01	1.15E+00
ENSG00000167840	2.56E-09	1.44E-01	4.95E-01	4.09E-02
ENSG00000159915	3.72E-02	1.04E+00	1.49E+00	1.88E+00
ENSG00000263002	5.63E-02	9.64E-01	1.91E+00	1.09E+00
ENSG00000159917	1.42E-09	1.17E+00	1.75E+00	4.44E-01
ENSG00000130856	1.00E+00	8.46E+00	4.94E+00	8.70E-01
ENSG00000196793	5.08E-03	2.19E+00	7.48E-01	2.54E-01
ENSG00000172466	9.98E-01	4.00E+00	2.69E+00	8.87E-01
ENSG00000198105	9.64E-02	3.25E+00	8.18E-01	6.23E-01
ENSG00000175395	4.24E-05	2.04E+00	7.81E-01	8.49E-01
ENSG00000196150	9.33E-01	3.66E+00	3.42E+00	8.48E-01
ENSG00000198169	1.01E-02	2.61E-02	8.58E-01	1.58E-01
ENSG00000256771	1.17E-01	1.30E+00	1.80E+00	3.35E-01
ENSG00000213096	1.91E-03	5.94E-01	-3.08E+00	-1.95E+00
ENSG00000152454	2.79E-01	1.04E+00	1.53E+00	2.89E-01
ENSG00000197134	1.85E-05	-1.25E-01	1.26E+00	1.32E+00
ENSG00000198393	3.85E-06	2.63E+00	1.95E+00	-5.43E-02
ENSG00000254004	1.89E-05	1.56E+00	8.20E-01	4.62E-01
ENSG00000006194	1.70E-13	1.50E+00	2.70E-01	-4.64E-01
ENSG00000083844	2.04E-05	-4.12E-01	5.56E-01	-6.06E-01
ENSG00000174652	1.10E-04	2.87E-01	-1.36E-01	-2.98E-01
ENSG00000185947	2.64E-17	1.38E+00	7.16E-01	5.59E-01
ENSG00000090612	2.62E-09	-4.43E-02	-2.45E+00	-2.51E+00
ENSG00000198039	1.42E-05	5.54E-01	1.42E+00	9.95E-01
ENSG00000171606	5.79E-07	1.91E+00	1.74E+00	4.58E-01
ENSG00000158805	7.21E-20	4.48E-01	-3.05E+00	-4.65E+00
ENSG00000198839	5.14E-13	6.61E-01	5.47E-01	5.06E-01
ENSG00000198538	2.63E-01	6.60E-01	-2.07E-02	3.21E-01
ENSG00000169548	6.45E-07	1.51E+00	4.08E-01	5.04E-01
ENSG00000275004	3.68E-01	3.18E+00	1.23E+00	-4.06E-01
ENSG00000137871	9.77E-01	4.37E+00	1.06E+00	-2.05E-01
ENSG00000162702	1.00E+00	6.40E+00	1.72E+00	-1.06E+00
ENSG00000170265	1.14E-02	3.43E+00	1.07E+00	-6.35E-01
ENSG00000167637	5.93E-02	6.95E-01	2.01E+00	5.21E-01
ENSG00000186026	1.59E-04	4.25E-01	9.95E-01	8.65E-01
ENSG00000267508	3.79E-02	7.74E-01	4.70E-01	4.26E-01
ENSG00000187607	5.20E-08	1.67E+00	2.05E+00	1.59E+00
ENSG00000255104	NA	NA	2.05E+00	1.59E+00
ENSG00000141040	8.46E-01	4.30E+00	3.76E+00	8.80E-01
ENSG00000188994	1.00E+00	1.05E+01	2.03E+00	-1.71E+00
ENSG00000170684	8.17E-01	2.04E+00	1.33E+00	-1.18E+00
ENSG00000166526	1.04E-01	2.97E+00	1.65E+00	3.58E-01
ENSG00000168661	6.27E-06	3.43E-02	8.26E-01	1.48E+00
ENSG00000145908	1.85E-02	1.61E+00	1.18E+00	5.68E-01
ENSG00000089335	2.18E-05	-3.83E-01	3.45E-01	-6.73E-01
ENSG00000131845	5.20E-03	4.38E-01	2.20E+00	2.29E-01
ENSG00000197935	2.78E-03	1.57E+00	1.30E+00	1.21E+00
ENSG00000205903	9.20E-06	8.39E-01	-2.27E+00	-5.80E+00
ENSG00000130803	2.04E-03	1.48E+00	1.97E+00	4.60E-01
ENSG00000171467	1.09E-02	5.27E+00	3.52E-01	-5.78E-01
ENSG00000166188	5.07E-01	3.19E+00	2.10E+00	-2.43E-01
ENSG00000169740	2.13E-02	2.12E+00	2.06E+00	4.90E-01
ENSG00000182986	4.26E-01	1.13E+00	2.09E+00	-1.59E-01
ENSG00000181315	9.74E-01	2.58E+00	4.16E+00	2.88E+00
ENSG00000083812	5.34E-01	1.72E+00	4.18E-02	-2.90E+00
ENSG00000249471	3.95E-02	1.06E+00	1.81E+00	2.36E-01
ENSG00000162664	1.95E-02	3.24E+00	1.43E+00	1.38E+00
ENSG00000181894	1.05E-04	1.97E+00	4.58E-01	2.08E-01
ENSG00000109445	4.80E-07	1.59E+00	6.86E-01	-6.32E-01
ENSG00000130844	4.22E-01	1.35E+00	2.75E+00	7.16E-01
ENSG00000160961	6.04E-16	1.68E+00	1.84E+00	1.12E+00
ENSG00000198185	3.73E-04	1.99E-01	6.19E-01	4.06E-01
ENSG00000198026	2.10E-15	4.02E+00	-5.42E-01	-8.80E-01
ENSG00000130684	1.89E-02	1.23E+00	7.50E-01	-8.38E-03
ENSG00000189180	5.54E-02	1.78E+00	1.42E+00	9.21E-01
ENSG00000196693	1.92E-06	2.16E+00	1.19E+00	2.88E-01
ENSG00000196378	1.40E-02	1.12E+00	2.04E+00	4.37E-01
ENSG00000131061	5.96E-10	3.16E+00	1.78E+00	4.80E-01
ENSG00000088876	1.16E-03	9.03E-01	1.07E+00	5.40E-01
ENSG00000251247	3.31E-03	-2.63E+00	1.36E+00	1.23E+00
ENSG00000113761	3.20E-07	6.62E-01	3.00E-01	-3.37E-02
ENSG00000197937	3.13E-09	-1.22E+00	2.41E-01	5.97E-01
ENSG00000169981	3.43E-07	2.06E+00	1.91E+00	9.54E-01
ENSG00000256683	5.65E-01	2.08E+00	1.99E+00	1.31E+00
ENSG00000169131	2.21E-03	3.24E+00	1.96E+00	8.09E-01
ENSG00000178338	9.56E-07	7.74E-01	1.57E+00	-5.50E-01
ENSG00000177932	9.90E-02	1.63E+00	1.17E+00	1.28E+00
ENSG00000198816	2.71E-01	6.91E-01	1.27E+00	-1.34E+00
ENSG00000160094	9.98E-01	3.96E+00	3.03E+00	-2.84E-01
ENSG00000138311	9.07E-05	2.07E+00	1.26E+00	6.30E-01
ENSG00000178175	2.05E-01	3.50E+00	4.97E-01	1.25E-02
ENSG00000165244	8.98E-01	3.03E+00	1.61E+00	-8.67E-01
ENSG00000075407	1.73E-03	8.13E-01	1.30E+00	7.23E-01
ENSG00000161298	5.04E-03	2.68E+00	1.94E+00	1.17E+00
ENSG00000188283	1.28E-07	1.99E+00	1.60E+00	1.51E+00
ENSG00000126746	1.00E+00	5.41E+00	3.09E+00	2.43E-01
ENSG00000161642	4.53E-02	2.44E+00	3.32E-01	-8.60E-01
ENSG00000144331	2.66E-03	2.55E+00	1.01E+00	1.02E+00
ENSG00000187595	2.64E-06	1.39E+00	2.85E-01	4.68E-01
ENSG00000151789	6.62E-01	2.92E+00	5.68E-01	-6.24E-01
ENSG00000124613	2.75E-01	7.06E-01	1.28E+00	1.04E+00
ENSG00000160908	4.73E-07	5.77E-01	7.66E-01	-3.64E-01
ENSG00000186918	8.39E-01	3.91E+00	7.57E-01	-7.43E-01
ENSG00000186496	9.47E-04	1.44E+00	1.15E+00	1.35E+00
ENSG00000186812	3.65E-10	1.58E+00	5.76E-02	-4.55E-01
ENSG00000197024	2.15E-04	2.50E+00	2.34E+00	1.84E+00
ENSG00000176222	2.93E-03	1.51E-01	1.81E+00	1.09E+00
ENSG00000215421	1.00E+00	7.96E+00	1.60E+00	-9.03E-01
ENSG00000175213	1.65E-07	8.50E-01	8.75E-01	-7.67E-02
ENSG00000119725	9.96E-01	4.34E+00	2.92E+00	1.07E+00
ENSG00000133250	1.05E-14	-1.51E+00	-3.75E+00	-3.51E+00
ENSG00000170954	5.18E-02	9.25E-01	9.54E-01	1.02E+00
ENSG00000083817	1.45E-01	1.39E+00	9.81E-01	-7.06E-02
ENSG00000173480	1.40E-02	5.92E-01	2.99E+00	2.56E+00
ENSG00000196724	5.43E-11	2.80E-01	5.41E-01	1.74E-01
ENSG00000105136	5.92E-02	1.63E+00	2.64E-01	-7.34E-02
ENSG00000197050	2.02E-08	1.99E+00	2.34E+00	1.06E+00
ENSG00000102935	1.00E+00	7.42E+00	4.29E+00	-1.93E-01
ENSG00000204947	6.75E-07	-2.15E-01	1.50E+00	-1.11E+00
ENSG00000130818	2.51E-05	7.34E-01	6.16E-01	-1.31E+00
ENSG00000131116	7.11E-01	2.26E+00	3.81E-01	2.96E-01
ENSG00000197013	1.17E-14	6.20E-01	-5.37E-01	-4.32E-01
ENSG00000198521	7.88E-10	2.43E+00	5.36E-01	9.60E-02
ENSG00000118620	9.31E-07	2.37E+00	1.39E+00	6.28E-01
ENSG00000196705	3.98E-07	2.33E+00	9.91E-01	6.22E-01
ENSG00000256087	1.51E-03	9.96E-01	5.18E-01	6.57E-01
ENSG00000197647	1.24E-03	8.15E-02	1.20E+00	3.37E-01
ENSG00000125945	9.26E-03	2.33E+00	1.00E+00	-8.81E-02
ENSG00000183621	2.82E-05	1.95E+00	5.58E-01	5.51E-01
ENSG00000171291	9.01E-12	1.10E+00	9.67E-01	1.25E+00
ENSG00000197857	1.55E-02	6.44E-01	1.03E+00	9.56E-01
ENSG00000171295	3.43E-15	5.29E-01	4.40E-01	-2.46E-01
ENSG00000197044	9.95E-01	4.38E+00	2.21E+00	6.21E-01
ENSG00000198342	4.98E-12	1.64E+00	1.26E+00	1.37E+00
ENSG00000180855	2.03E-01	1.10E+00	2.76E-01	1.18E+00
ENSG00000167685	3.26E-04	-6.71E-01	-3.47E+00	-4.03E+00
ENSG00000185219	1.00E+00	6.49E+00	2.54E+00	4.96E-01
ENSG00000083838	8.17E-18	-8.11E-01	-8.12E-01	-2.12E+00
ENSG00000124459	8.10E-01	2.41E+00	1.86E+00	6.96E-01
ENSG00000112200	2.44E-17	2.12E+00	1.96E+00	1.83E+00
ENSG00000178187	2.24E-05	2.52E+00	2.07E+00	6.95E-01
ENSG00000197714	9.15E-01	2.21E+00	3.69E+00	4.61E-01
ENSG00000197808	1.24E-02	1.08E+00	1.48E+00	1.56E+00
ENSG00000148143	1.00E+00	1.16E+01	5.11E+00	5.55E-01
ENSG00000181444	4.95E-23	-2.17E+00	-3.70E+00	-3.28E+00
ENSG00000204604	6.65E-04	-2.46E-01	5.54E-01	-1.47E-02
ENSG00000225614	2.64E-01	6.63E-01	-4.00E+00	-3.94E+00
ENSG00000197016	8.54E-05	4.54E-01	-5.12E-01	-9.15E-02
ENSG00000196263	1.41E-02	1.12E+00	1.50E+00	1.03E+00
ENSG00000142528	4.99E-01	1.84E+00	3.10E+00	2.36E-01
ENSG00000164185	3.09E-01	3.89E-01	-9.15E-01	-8.82E-01
ENSG00000185177	1.14E-05	4.82E-01	1.19E+00	2.14E+00
ENSG00000180035	1.93E-03	2.48E+00	1.76E+00	1.11E+00
ENSG00000198464	1.56E-06	-4.85E-01	8.21E-01	3.27E-01
ENSG00000173258	9.70E-01	3.11E+00	3.01E+00	8.66E-02
ENSG00000127081	9.74E-05	2.38E-01	2.85E+00	1.90E+00
ENSG00000198298	1.43E-02	8.89E-01	9.77E-01	4.55E-02
ENSG00000256229	6.45E-05	-2.48E-01	-2.75E+00	-1.89E+00
ENSG00000265763	7.75E-02	-8.01E-02	8.96E-02	5.34E-01
ENSG00000188033	3.60E-02	1.64E+00	1.87E+00	1.84E-01
ENSG00000177599	5.34E-05	1.95E+00	-1.55E-02	1.41E+00
ENSG00000229676	1.94E-01	1.07E+00	2.30E+00	2.34E+00
ENSG00000196268	2.44E-04	3.19E-01	-4.16E-01	3.77E-01
ENSG00000162714	1.00E+00	5.40E+00	1.94E+00	-2.14E-01
ENSG00000174586	3.35E-01	5.54E-01	-4.69E+00	-4.71E+00
ENSG00000103199	4.58E-11	7.48E-02	-2.52E+00	-3.90E+00
ENSG00000186446	6.28E-06	2.87E-01	-2.79E-01	1.39E-01
ENSG00000196653	2.21E-06	2.18E+00	1.29E+00	1.78E+00
ENSG00000165655	6.66E-04	1.34E+00	-1.89E+00	-3.58E+00
ENSG00000081665	8.69E-03	9.39E-01	1.73E+00	8.46E-01
ENSG00000168813	9.98E-01	4.73E+00	1.02E+00	-5.36E-01
ENSG00000081386	7.17E-05	8.53E-01	1.33E+00	6.14E-01
ENSG00000198546	2.84E-10	-2.92E-02	-4.18E-01	-4.68E-01
ENSG00000283496	3.95E-12	1.93E-01	1.01E+00	5.71E-02
ENSG00000243943	9.86E-01	4.59E+00	2.99E+00	5.97E-01
ENSG00000196700	1.00E+00	5.48E+00	1.43E+00	-1.15E+00
ENSG00000163795	4.13E-01	3.12E+00	9.34E-01	-1.13E+00
ENSG00000144026	1.34E-05	-6.05E-01	2.25E-01	5.77E-01
ENSG00000101493	1.00E+00	5.04E+00	-5.22E-01	-3.01E+00
ENSG00000197363	1.06E-04	2.70E-01	-2.05E+00	-3.24E+00
ENSG00000177853	8.03E-03	4.93E+00	-2.70E-02	-5.54E-01
ENSG00000178163	6.40E-01	3.98E+00	-1.17E+00	-8.63E-01
ENSG00000175322	1.01E-03	-1.97E-02	7.11E-01	8.09E-01
ENSG00000198795	1.00E+00	7.38E+00	4.09E+00	1.66E-02
ENSG00000171443	1.28E-01	-5.25E-01	-6.83E-01	-8.46E-01
ENSG00000203326	1.45E-05	5.60E-01	1.51E+00	4.01E-01
ENSG00000167625	1.07E-01	3.08E+00	1.37E+00	7.18E-01
ENSG00000189164	4.14E-01	2.04E+00	1.81E+00	1.63E+00
ENSG00000167555	9.51E-03	1.20E+00	-1.02E+00	8.31E-02
ENSG00000186020	2.64E-05	-1.17E+00	8.13E-01	6.72E-01
ENSG00000183647	2.71E-02	-4.30E-01	1.19E+00	5.54E-01
ENSG00000074657	1.00E+00	6.38E+00	5.06E+00	1.37E+00
ENSG00000198633	2.21E-08	-1.15E+00	2.16E-01	9.60E-01
ENSG00000198597	1.00E+00	6.58E+00	2.06E+00	-1.04E+00
ENSG00000171817	6.74E-01	1.93E+00	1.50E+00	8.71E-01
ENSG00000118156	1.00E+00	7.37E+00	1.27E+00	-3.12E-01
ENSG00000178229	1.24E-03	6.86E-01	-7.50E-02	3.99E-03
ENSG00000198131	2.74E-03	9.80E-01	-1.54E-01	-2.81E-01
ENSG00000187187	1.24E-13	1.91E+00	1.63E+00	1.93E+00
ENSG00000152433	1.63E-01	1.23E+00	1.01E+00	4.29E-01
ENSG00000188785	2.41E-04	6.36E-03	1.23E+00	5.88E-01
ENSG00000121406	1.56E-04	1.37E-01	8.03E-01	7.16E-01
ENSG00000251369	5.89E-15	-1.87E-01	-6.79E-02	-5.71E-01
ENSG00000204519	5.24E-02	9.31E-01	8.46E-01	-4.05E-02
ENSG00000178935	3.66E-01	1.46E+00	1.40E+00	2.54E-01
ENSG00000172006	4.20E-04	1.20E+00	-3.70E-02	1.69E-01
ENSG00000186300	1.37E-03	7.24E-01	6.61E-01	2.52E-03
ENSG00000172000	1.36E-04	3.68E-01	-5.86E-01	-4.04E-01
ENSG00000130544	4.28E-04	7.84E-01	8.22E-01	-1.40E-01
ENSG00000167785	2.57E-03	2.16E+00	1.15E+00	-2.89E-01
ENSG00000188321	3.77E-07	-4.18E-01	-1.10E+00	-7.67E-01
ENSG00000270011	9.07E-07	3.55E-01	-6.66E-01	-8.64E-01
ENSG00000198028	1.78E-11	2.52E+00	4.03E-01	4.39E-01
ENSG00000171469	1.07E-05	4.63E-01	2.17E-01	2.91E-01
ENSG00000171466	5.34E-04	1.08E+00	3.57E-01	2.22E-01
ENSG00000188868	2.24E-09	1.41E+00	1.37E+00	1.10E+00
ENSG00000249709	2.07E-01	1.55E+00	1.39E+00	-4.85E-01
ENSG00000196357	1.37E-08	1.66E+00	1.86E+00	1.55E+00
ENSG00000186017	2.80E-08	1.53E+00	1.86E+00	6.25E-01
ENSG00000189042	1.84E-08	2.10E+00	2.41E+00	1.64E+00
ENSG00000198453	1.19E-03	1.32E+00	2.15E+00	1.44E+00
ENSG00000196437	8.58E-09	2.19E+00	2.33E+00	1.13E+00
ENSG00000171970	3.80E-03	8.64E-01	-1.21E-01	7.41E-01
ENSG00000171827	2.50E-03	1.54E+00	1.41E+00	6.02E-01
ENSG00000180479	8.36E-02	1.15E+00	7.99E-01	-2.17E-01
ENSG00000180938	2.07E-01	8.20E-01	1.18E+00	1.09E+00
ENSG00000189144	8.24E-10	1.87E+00	1.18E+00	8.80E-01
ENSG00000105732	9.17E-02	3.69E+00	2.16E+00	-5.87E-01
ENSG00000176472	5.49E-07	-2.86E-01	-4.53E-01	-3.00E-01
ENSG00000124444	1.27E-02	8.38E-01	1.21E+00	3.08E-01
ENSG00000161551	1.84E-05	1.58E-01	8.29E-01	4.53E-01
ENSG00000258405	1.49E-03	1.73E-01	1.91E-02	1.10E+00
ENSG00000218891	2.97E-02	-3.25E-01	-2.00E+00	-5.46E+00
ENSG00000213015	1.39E-01	-2.89E-01	-2.97E+00	-3.48E+00
ENSG00000171425	1.30E-01	4.45E-01	-5.01E-02	3.09E-02
ENSG00000018869	6.78E-06	-2.19E-01	1.13E+00	3.25E-01
ENSG00000198440	5.11E-04	3.09E+00	2.86E+00	7.90E-01
ENSG00000171574	1.30E-04	3.49E-01	9.94E-01	-2.73E-01
ENSG00000196967	3.52E-03	1.80E+00	2.64E+00	1.44E+00
ENSG00000245680	1.53E-01	1.79E+00	2.36E+00	1.01E+00
ENSG00000083828	6.62E-04	-2.48E-01	1.05E+00	3.79E-01
ENSG00000198466	1.34E-03	1.21E-01	2.41E+00	2.45E+00
ENSG00000269343	6.66E-03	2.09E-01	3.47E-02	-7.38E-01
ENSG00000164048	3.99E-07	-3.98E-01	7.94E-01	9.39E-01
ENSG00000166716	1.00E+00	6.85E+00	2.55E+00	4.92E-01
ENSG00000142684	1.38E-08	-1.34E+00	-1.07E+00	-1.00E+00
ENSG00000180626	3.31E-01	5.31E-01	-4.16E-01	-4.93E-01
ENSG00000272602	8.66E-08	1.19E+00	-1.09E-01	-5.78E-01
ENSG00000172748	8.71E-14	5.94E-01	-3.20E+00	-2.16E+00
ENSG00000167981	5.32E-02	6.34E-01	-4.65E-01	-5.63E-01
ENSG00000167962	3.46E-13	1.51E+00	-2.58E+00	-5.69E+00
ENSG00000153896	4.64E-05	-5.95E-02	7.92E-01	1.09E+00
ENSG00000189190	2.18E-01	1.37E+00	5.04E-01	9.47E-01
ENSG00000196458	3.22E-04	-2.20E-01	1.63E+00	5.72E-01
ENSG00000166704	9.46E-04	3.96E+00	1.76E+00	8.26E-02
ENSG00000198182	1.90E-01	1.51E+00	5.85E-01	1.64E-01
ENSG00000168916	1.00E+00	8.12E+00	2.25E+00	5.08E-01
ENSG00000180357	1.00E+00	7.99E+00	2.53E+00	1.03E+00
ENSG00000167554	2.25E-05	2.30E-01	8.19E-01	5.57E-01
ENSG00000213020	2.38E-02	8.42E-01	-1.10E-01	7.99E-01
ENSG00000176024	4.42E-03	1.15E+00	1.54E+00	1.21E+00
ENSG00000142556	4.70E-04	5.74E-01	1.00E+00	4.20E-01
ENSG00000197619	4.22E-04	5.33E-01	1.22E+00	1.48E+00
ENSG00000204611	5.14E-02	9.22E-01	9.37E-01	4.27E-01
ENSG00000157657	9.99E-01	5.34E+00	2.57E+00	-6.86E-02
ENSG00000177873	5.03E-03	9.70E-01	9.17E-01	7.55E-01
ENSG00000177842	5.95E-03	1.03E+00	1.07E+00	8.96E-01
ENSG00000172888	3.37E-01	1.78E+00	1.23E+00	1.72E+00
ENSG00000173545	1.47E-07	1.88E+00	8.40E-01	9.13E-01
ENSG00000183309	4.45E-04	1.57E+00	1.05E+00	3.06E-01
ENSG00000197566	1.05E-06	3.30E+00	2.93E+00	8.46E-01
ENSG00000257591	3.02E-03	5.00E-01	1.84E+00	5.34E-01
ENSG00000213297	NA	NA	1.14E+00	5.61E-01
ENSG00000188171	6.01E-01	1.97E+00	-3.59E-01	3.01E-01
ENSG00000198551	7.72E-06	-4.88E-01	1.35E+00	7.00E-01
ENSG00000197483	5.36E-03	-1.45E+00	-3.44E+00	-5.47E+00
ENSG00000102870	1.00E+00	5.32E+00	2.93E+00	-6.39E-01
ENSG00000075292	1.00E+00	8.62E+00	-1.72E-01	-6.07E-01
ENSG00000121864	1.45E-02	2.55E+00	1.55E+00	8.31E-01
ENSG00000167528	1.17E-03	2.72E+00	8.86E-01	1.28E+00
ENSG00000122482	1.00E+00	7.53E+00	2.72E+00	5.65E-01
ENSG00000167395	1.06E-02	4.84E+00	2.10E+00	8.85E-01
ENSG00000179930	4.30E-02	3.54E-02	-1.23E+00	-1.22E+00
ENSG00000198093	3.99E-01	1.87E+00	1.41E+00	-1.59E-01
ENSG00000198740	9.95E-01	4.02E+00	2.39E+00	8.08E-01
ENSG00000161914	1.26E-09	1.70E+00	3.27E-01	-2.39E+00
ENSG00000175105	1.00E+00	5.63E+00	2.42E+00	1.11E+00
ENSG00000197343	7.82E-01	2.10E+00	1.12E+00	1.05E+00
ENSG00000274349	2.84E-11	1.72E+00	2.27E+00	1.19E+00
ENSG00000160229	5.52E-02	1.20E+00	4.10E-02	-1.18E+00
ENSG00000144792	2.13E-08	3.14E-01	8.23E-01	1.05E+00
ENSG00000182983	6.11E-03	5.14E-01	-1.03E-01	1.61E-01
ENSG00000179195	2.59E-02	1.71E+00	2.86E+00	-4.34E-01
ENSG00000197497	3.71E-03	2.72E-01	2.80E-01	1.36E+00
ENSG00000198046	3.98E-03	2.63E+00	1.61E+00	1.12E+00
ENSG00000167394	9.96E-01	3.77E+00	1.63E+00	-1.18E+00
ENSG00000188295	4.32E-02	1.32E+00	-6.40E-03	4.24E-01
ENSG00000277462	2.51E-02	1.12E+00	6.17E-01	1.09E+00
ENSG00000135747	NA	NA	5.45E-01	-2.55E-01
ENSG00000083814	7.33E-09	-6.50E-01	7.93E-01	4.90E-01
ENSG00000171161	NA	NA	-2.11E+00	-3.28E+00
ENSG00000197372	7.07E-08	2.23E+00	8.36E-02	6.86E-01
ENSG00000196109	1.13E-02	1.02E-01	-7.44E-02	1.76E-01
ENSG00000197928	7.10E-02	1.07E+00	4.68E-01	6.34E-01
ENSG00000181450	4.29E-03	-6.24E-01	3.35E-01	-6.51E-01
ENSG00000197123	8.82E-04	5.54E-01	-6.77E-01	-2.79E-01
ENSG00000173041	1.72E-01	1.47E+00	1.12E+00	1.30E+00
ENSG00000196172	4.12E-08	2.13E+00	-6.65E-03	6.83E-01
ENSG00000197124	1.15E-09	9.68E-01	6.77E-01	9.79E-01
ENSG00000176083	6.49E-05	1.71E+00	2.86E-01	2.88E-01
ENSG00000117010	4.71E-04	2.99E-01	1.43E+00	1.83E+00
ENSG00000143373	1.00E+00	5.95E+00	2.40E+00	-1.98E-01
ENSG00000229809	8.97E-05	4.72E-01	-2.33E-01	-2.61E-01
ENSG00000156853	2.96E-01	3.02E+00	1.75E+00	2.21E-01
ENSG00000198429	7.40E-15	6.67E-01	-2.19E-01	5.35E-01
ENSG00000164011	1.53E-01	2.37E+00	1.27E+00	5.37E-01
ENSG00000171163	3.15E-13	8.40E-01	1.77E-01	-1.25E+00
ENSG00000197472	1.24E-04	-3.09E-01	8.29E-01	7.28E-01
ENSG00000185730	9.33E-10	-1.34E+00	-3.33E+00	-3.83E+00
ENSG00000143067	8.06E-10	-8.17E-01	-3.77E+00	-4.76E+00
ENSG00000196110	8.02E-08	6.93E-02	1.67E+00	1.09E+00
ENSG00000147789	7.83E-04	5.07E-01	3.72E-01	-7.15E-01
ENSG00000187792	5.31E-02	2.93E+00	1.38E+00	4.30E-01
ENSG00000196757	1.69E-06	3.10E+00	7.38E-01	3.45E-01
ENSG00000167562	5.71E-03	-3.84E-01	3.05E-01	9.77E-01
ENSG00000183779	2.93E-07	-2.35E-01	-2.69E+00	-4.00E+00
ENSG00000164684	1.00E+00	4.23E+00	2.52E+00	1.13E-01
ENSG00000196946	4.76E-03	6.96E-01	1.77E+00	1.64E+00
ENSG00000215343	3.62E-01	6.78E-01	1.26E+00	1.27E+00
ENSG00000214534	1.27E-03	9.35E-01	5.53E-01	1.21E-01
ENSG00000215372	6.47E-13	-1.63E+00	-3.46E+00	-2.39E+00
ENSG00000120963	2.42E-01	1.43E+00	2.40E+00	-1.91E-01
ENSG00000181135	2.47E-02	1.11E+00	-5.36E-01	-1.04E+00
ENSG00000182141	2.43E-15	-6.36E-02	1.16E+00	7.43E-01
ENSG00000242852	4.26E-07	-1.02E+00	2.52E+00	1.41E+00
