gene	pDN	DN_pctl	pGOF	GOF_pctl	pLOF	LOF_pctl
RUNX3	0.428808	0.883575	0.268232	0.957231	0.832989	0.017677
RUSC1	0.372384	0.925657	0.547038	0.630985	0.695574	0.089467
RUSC1-AS1	0.662765	0.466487	0.724395	0.226025	0.374345	0.43835
RUSC2	0.33471	0.949619	0.452182	0.785563	0.718135	0.075816
RUSF1	0.687175	0.385072	0.527803	0.668451	0.404671	0.365873
RUVBL1	0.576139	0.700123	0.257852	0.963319	0.700652	0.085834
RUVBL2	0.433681	0.879401	0.190357	0.988804	0.796306	0.033783
RWDD1	0.51817	0.797447	0.394287	0.856666	0.430554	0.313233
RWDD2A	0.452847	0.862215	0.30735	0.934004	0.324952	0.580849
RWDD2B	0.526885	0.78576	0.29106	0.94412	0.324893	0.581144
RWDD3	0.615766	0.605942	0.320375	0.924478	0.22826	0.862657
RWDD4	0.682514	0.400246	0.472003	0.759538	0.294842	0.679892
RXFP1	0.79856	0.10302	0.794992	0.096833	0.214749	0.890989
RXFP2	0.780054	0.133562	0.767206	0.140093	0.259223	0.788068
RXFP3	0.702779	0.336018	0.748469	0.175006	0.418243	0.337
RXFP4	0.690416	0.374613	0.811278	0.076111	0.322269	0.590032
RXRA	0.467074	0.850822	0.331609	0.915836	0.753739	0.05588
RXRB	0.314071	0.960275	0.295693	0.94191	0.851833	0.01095
RXRG	0.621833	0.589639	0.405328	0.845077	0.565232	0.177019
RXYLT1	0.609381	0.624552	0.445026	0.795482	0.353345	0.49482
RYBP	0.590209	0.669875	0.389534	0.862362	0.627531	0.135674
RYK	0.5481	0.753499	0.703079	0.276209	0.571437	0.172404
RYR1	0.646242	0.517506	0.679835	0.333808	0.359712	0.478468
RYR2	0.450529	0.864473	0.549727	0.625681	0.634794	0.130714
RYR3	0.489452	0.829806	0.515149	0.690302	0.577609	0.168868
S100A1	0.848697	0.047876	0.913009	0.003241	0.166482	0.964351
S100A10	0.849421	0.047385	0.865626	0.022097	0.22163	0.876897
S100A11	0.825443	0.069678	0.853446	0.03123	0.192221	0.930911
S100A12	0.843656	0.052934	0.867234	0.020918	0.197938	0.921385
S100A13	0.812799	0.084606	0.864363	0.022637	0.196949	0.923054
S100A14	0.761418	0.171913	0.86428	0.022784	0.213344	0.893396
S100A16	0.764971	0.164007	0.816043	0.070268	0.236312	0.84655
S100A2	0.788695	0.119126	0.869102	0.019445	0.23814	0.842966
S100A3	0.815649	0.080187	0.884633	0.010214	0.210701	0.898208
S100A4	0.828483	0.066094	0.862812	0.024356	0.225983	0.867616
S100A5	0.814029	0.082789	0.864258	0.022833	0.204944	0.908176
S100A6	0.818135	0.077437	0.870063	0.018905	0.197335	0.922465
S100A7	0.785868	0.122858	0.802836	0.086914	0.24909	0.815271
S100A7A	0.82579	0.069286	0.854832	0.030346	0.18941	0.935428
S100A7L2	0.82636	0.068647	0.835025	0.048613	0.199653	0.91888
S100A8	0.815434	0.080727	0.869519	0.019101	0.187484	0.938227
S100A9	0.752823	0.192291	0.879258	0.013013	0.205739	0.907046
S100B	0.840928	0.055095	0.903374	0.004812	0.154994	0.975252
S100G	0.750323	0.198871	0.756667	0.159047	0.157983	0.97314
S100P	0.841171	0.054996	0.891322	0.007415	0.181791	0.946673
S100PBP	0.49182	0.827498	0.506019	0.704935	0.609697	0.146968
S100Z	0.855862	0.041591	0.884151	0.010508	0.182936	0.9452
S1PR1	0.630255	0.565529	0.739962	0.192242	0.445024	0.292168
S1PR2	0.734508	0.245912	0.854457	0.030592	0.251791	0.807955
S1PR3	0.782649	0.128996	0.842629	0.040707	0.219207	0.881856
S1PR4	0.757556	0.180702	0.833257	0.050822	0.258622	0.789737
S1PR5	0.696162	0.356347	0.864674	0.022539	0.304304	0.648564
SAA1	0.787228	0.120992	0.505774	0.705328	0.131212	0.990768
SAA2	0.793899	0.109993	0.531246	0.66246	0.150967	0.978787
SAA4	0.755387	0.186447	0.535927	0.653081	0.127996	0.991947
SAAL1	0.567603	0.717162	0.578876	0.567739	0.317686	0.604616
SAC3D1	0.478495	0.840314	0.563742	0.599509	0.342875	0.524331
SACM1L	0.467922	0.84984	0.459682	0.776086	0.475213	0.254407
SACS	0.663103	0.465259	0.507257	0.702382	0.304193	0.649006
SAE1	0.430763	0.881954	0.383072	0.868795	0.565464	0.176725
SAFB	0.294482	0.96931	0.224131	0.977854	0.839528	0.015173
SAFB2	0.362875	0.931746	0.28702	0.946575	0.802617	0.030493
SAG	0.581678	0.688436	0.508887	0.69973	0.501519	0.227302
SAGE1	0.56196	0.729094	0.424197	0.822735	0.476543	0.252787
SAGE2P	0.540849	0.765676	0.44898	0.790277	0.441055	0.298011
SAGSIN1	0.720084	0.287552	0.838413	0.045617	0.287188	0.702725
SALL1	0.32559	0.954628	0.233527	0.974171	0.833778	0.017383
SALL2	0.574057	0.703658	0.425002	0.821655	0.548571	0.188706
SALL3	0.459983	0.856469	0.324533	0.920894	0.692765	0.09153
SALL4	0.280792	0.975104	0.230723	0.975301	0.849076	0.012129
SAMD1	0.342366	0.945446	0.574239	0.577609	0.567075	0.175546
SAMD10	0.641475	0.532188	0.618586	0.480579	0.4437	0.294181
SAMD11	0.576396	0.699484	0.468978	0.764007	0.626679	0.136067
SAMD12	0.669459	0.444144	0.653017	0.400687	0.38293	0.415468
SAMD13	0.60359	0.639578	0.727907	0.216941	0.360081	0.477437
SAMD14	0.703372	0.334446	0.592906	0.538669	0.45134	0.28274
SAMD15	0.589259	0.67179	0.553043	0.619249	0.31866	0.602111
SAMD3	0.545982	0.757476	0.407551	0.842475	0.359387	0.479401
SAMD4A	0.437184	0.8767	0.406252	0.844292	0.767275	0.048662
SAMD4B	0.271914	0.978149	0.435946	0.807169	0.800318	0.031721
SAMD5	0.622034	0.589148	0.66945	0.360079	0.435296	0.306604
SAMD7	0.649166	0.507783	0.524361	0.674834	0.379078	0.424945
SAMD8	0.742068	0.221507	0.724965	0.224797	0.295491	0.677633
SAMD9	0.530133	0.780751	0.493227	0.726246	0.34777	0.510484
SAMD9L	0.681995	0.402161	0.606373	0.508618	0.215405	0.889664
SAMHD1	0.631778	0.56111	0.618772	0.480039	0.297371	0.670219
SAMM50	0.677232	0.418365	0.428842	0.816646	0.376432	0.432703
SAMSN1	0.636634	0.546329	0.598414	0.525657	0.533833	0.200786
SANBR	0.546921	0.755512	0.600298	0.522072	0.454368	0.278713
SAP130	0.146532	0.999165	0.164515	0.993715	0.883397	0.003143
SAP18	0.570702	0.710926	0.294055	0.942696	0.441986	0.296489
SAP25	0.581535	0.688731	0.434573	0.809428	0.43784	0.302725
SAP30	0.436393	0.877044	0.399597	0.851657	0.676724	0.101694
SAP30BP	0.676067	0.422146	0.450179	0.78851	0.406311	0.362386
SAP30L	0.514532	0.801866	0.303102	0.937245	0.565701	0.176577
SAPCD1	0.644396	0.522563	0.713233	0.252738	0.427563	0.319421
SAPCD2	0.706429	0.326393	0.707107	0.267469	0.383527	0.413553
SAR1A	0.667469	0.450381	0.708327	0.264964	0.376616	0.432065
SAR1B	0.787822	0.120108	0.731725	0.209232	0.245596	0.824847
SARAF	0.677916	0.416008	0.408546	0.8411	0.348847	0.507439
SARDH	0.678981	0.412227	0.732066	0.208299	0.350291	0.503069
SARG	0.609013	0.625338	0.549168	0.626467	0.539119	0.196661
SARM1	0.525445	0.788019	0.70147	0.280727	0.384215	0.411687
SARNP	0.383777	0.916916	0.126517	0.998085	0.729495	0.069286
SARS1	0.491474	0.827645	0.44204	0.799558	0.465793	0.264572
SARS2	0.644101	0.523594	0.473865	0.757083	0.301712	0.656519
SART1	0.462216	0.854849	0.349389	0.901203	0.67265	0.104788
SART3	0.336185	0.948883	0.424909	0.821704	0.658003	0.114854
SASH1	0.622518	0.58738	0.673829	0.34849	0.472477	0.257599
SASH3	0.61984	0.594549	0.682748	0.32659	0.456961	0.275276
SASS6	0.712422	0.30847	0.509136	0.699386	0.347749	0.510582
SAT1	0.517885	0.797741	0.573739	0.579082	0.41239	0.347999
SAT2	0.728818	0.26192	0.615746	0.487454	0.23486	0.849546
SATB1	0.298406	0.967984	0.366355	0.884999	0.792575	0.035748
SATB2	0.157054	0.998772	0.237732	0.972256	0.88411	0.002897
SATL1	0.610709	0.620476	0.63397	0.443702	0.456569	0.275767
SAV1	0.699905	0.345053	0.637016	0.436631	0.372535	0.443113
SAXO1	0.764342	0.16548	0.736228	0.199509	0.311277	0.625681
SAXO2	0.74913	0.20221	0.702079	0.278812	0.346886	0.513037
SAYSD1	0.676688	0.420083	0.635154	0.440805	0.338682	0.53754
SBDS	0.677831	0.41645	0.388167	0.863933	0.361013	0.475424
SBF1	0.36626	0.930371	0.485816	0.738571	0.636528	0.129192
SBF2	0.594672	0.659465	0.485321	0.739209	0.39903	0.378051
SBK1	0.527285	0.785171	0.811601	0.07562	0.471679	0.258532
SBK2	0.61251	0.615222	0.781904	0.114412	0.292766	0.685784
SBK3	0.566103	0.720795	0.767805	0.13916	0.332828	0.555168
SBNO1	0.255552	0.982666	0.154041	0.995433	0.80912	0.027498
SBNO2	0.562729	0.727326	0.381844	0.870857	0.394943	0.386987
SBSN	0.768685	0.155856	0.841481	0.042377	0.389351	0.399902
SBSPON	0.54174	0.76386	0.464642	0.769408	0.354256	0.492904
SC5D	0.701501	0.33975	0.670828	0.356445	0.291519	0.689369
SCAF1	0.17604	0.997054	0.322671	0.92276	0.864276	0.007415
SCAF11	0.306814	0.963712	0.214095	0.981537	0.761526	0.052099
SCAF4	0.208883	0.993813	0.261369	0.961306	0.868725	0.006531
SCAF8	0.256132	0.982519	0.243958	0.970243	0.844403	0.013749
SCAI	0.296833	0.968721	0.390446	0.861134	0.772471	0.045716
SCAMP1	0.56147	0.729929	0.558517	0.608691	0.565904	0.176332
SCAMP2	0.820051	0.075522	0.770549	0.133464	0.165105	0.965971
SCAMP3	0.758342	0.178591	0.711769	0.256715	0.242168	0.832752
SCAMP4	0.811176	0.086717	0.788274	0.105671	0.196279	0.924282
SCAMP5	0.742334	0.220771	0.791415	0.102136	0.313975	0.616646
SCAND1	0.674788	0.426565	0.546378	0.63231	0.268361	0.761601
SCAND2P	0.622749	0.586693	0.557093	0.611294	0.432515	0.310582
SCAND3	0.7298	0.259367	0.645097	0.417972	0.224135	0.871692
SCAP	0.588223	0.673754	0.625568	0.463737	0.388213	0.402504
SCAPER	0.554609	0.742107	0.494442	0.723742	0.460203	0.271201
SCARA3	0.778914	0.136018	0.76512	0.144709	0.330225	0.563663
SCARA5	0.767008	0.159833	0.705804	0.270366	0.291124	0.690793
SCARB1	0.661104	0.471299	0.65906	0.386644	0.273592	0.744071
SCARB2	0.609615	0.623619	0.620683	0.475374	0.204249	0.909502
SCARF1	0.636661	0.546231	0.727687	0.218218	0.332498	0.556052
SCARF2	0.328673	0.953253	0.595532	0.531893	0.730327	0.068942
SCART1	0.696723	0.354579	0.718367	0.241051	0.383255	0.414633
SCCPDH	0.608956	0.625534	0.495231	0.722121	0.309813	0.629953
SCD	0.473975	0.844046	0.455094	0.78193	0.636969	0.12875
SCD5	0.673835	0.429806	0.509063	0.699435	0.392991	0.392192
SCEL	0.68054	0.407415	0.594006	0.535379	0.509461	0.221066
SCFD1	0.310506	0.961994	0.39221	0.858826	0.620842	0.139111
SCFD2	0.295797	0.968868	0.188062	0.989344	0.48083	0.247631
SCG2	0.735855	0.242131	0.450107	0.788608	0.2334	0.852738
SCG3	0.729895	0.25917	0.743815	0.184729	0.25357	0.803192
SCG5	0.746932	0.208397	0.465782	0.768279	0.371387	0.446452
SCGB1A1	0.768557	0.156052	0.703019	0.276406	0.137696	0.987135
SCGB1C1	0.769429	0.154628	0.828649	0.055831	0.143119	0.983796
SCGB1C2	0.741198	0.224503	0.777022	0.122465	0.175417	0.954677
SCGB1D1	0.903759	0.012276	0.777059	0.122219	0.071939	0.999263
SCGB1D2	0.767857	0.157623	0.74628	0.179622	0.148459	0.980702
SCGB1D4	0.752385	0.193371	0.760632	0.152517	0.134073	0.988903
SCGB2A1	0.673388	0.431574	0.801147	0.08932	0.15413	0.975988
SCGB2A2	0.662941	0.465701	0.870919	0.018463	0.130909	0.991063
SCGB2B2	0.63423	0.554186	0.798309	0.092757	0.170291	0.960471
SCGB3A1	0.789347	0.117358	0.85061	0.033391	0.167792	0.963025
SCGB3A2	0.969501	1.47E-04	0.716187	0.245617	0.040459	0.999656
SCGN	0.76785	0.157672	0.7719	0.131598	0.311439	0.624994
SCHIP1	0.487333	0.83231	0.570352	0.586398	0.654032	0.117014
SCIMP	0.764167	0.165726	0.846047	0.037466	0.17358	0.956985
SCIN	0.496253	0.822588	0.632876	0.446305	0.282273	0.717407
SCLT1	0.744761	0.214093	0.628148	0.457943	0.271527	0.750945
SCLY	0.718759	0.290891	0.515986	0.688829	0.348084	0.509354
SCMH1	0.656056	0.48765	0.549006	0.627007	0.464719	0.265603
SCML1	0.363428	0.931598	0.302874	0.93754	0.719128	0.075325
SCML2	0.259291	0.981832	0.294531	0.942303	0.808978	0.028038
SCML4	0.601295	0.644881	0.455671	0.781144	0.537848	0.197447
SCN10A	0.724885	0.273508	0.798372	0.092708	0.284635	0.710582
SCN11A	0.829961	0.064866	0.792012	0.101007	0.167161	0.963565
SCN1A	0.535847	0.773484	0.789524	0.104444	0.528688	0.204763
SCN1B	0.689213	0.379131	0.759572	0.154383	0.249496	0.81424
SCN2A	0.567214	0.718291	0.803409	0.085784	0.50843	0.221851
SCN2B	0.673603	0.430739	0.725323	0.223815	0.290637	0.69261
SCN3A	0.564326	0.72438	0.740865	0.190228	0.518974	0.21316
SCN3B	0.716537	0.296636	0.743757	0.184974	0.237297	0.844881
SCN4A	0.822263	0.073067	0.877848	0.013945	0.177397	0.951976
SCN4B	0.649796	0.505671	0.740127	0.191751	0.348054	0.509452
SCN5A	0.671781	0.436681	0.805618	0.082691	0.381594	0.418954
SCN7A	0.775712	0.142008	0.769139	0.136509	0.170473	0.960275
SCN8A	0.534086	0.776381	0.766483	0.141861	0.528874	0.204567
SCN9A	0.834453	0.060692	0.873024	0.017039	0.188068	0.937196
SCNM1	0.500615	0.817874	0.474052	0.756789	0.356209	0.487454
SCNN1A	0.67108	0.438596	0.667158	0.365726	0.254066	0.802062
SCNN1B	0.669726	0.443359	0.715779	0.246894	0.181958	0.946477
SCNN1D	0.542146	0.763516	0.655678	0.394255	0.428935	0.316769
SCNN1G	0.545117	0.758998	0.587968	0.549669	0.331114	0.561208
SCO1	0.743571	0.217334	0.59868	0.525215	0.273241	0.745397
SCO2	0.652532	0.498208	0.61189	0.496833	0.354391	0.49261
SCOC	0.754847	0.188166	0.573407	0.579917	0.416616	0.3397
SCP2	0.705023	0.329732	0.676404	0.342107	0.309792	0.63015
SCP2D1	0.678924	0.412423	0.542612	0.639627	0.232945	0.854014
SCP2D1-AS1	0.710793	0.312988	0.587578	0.550454	0.496862	0.231868
SCPEP1	0.521558	0.792831	0.576323	0.573091	0.351559	0.499877
SCRG1	0.575302	0.70135	0.591051	0.542303	0.212505	0.895261
SCRIB	0.519318	0.795581	0.74008	0.191898	0.592505	0.158409
SCRN1	0.538785	0.768623	0.43918	0.802946	0.231583	0.856568
SCRN2	0.409764	0.897962	0.422115	0.825436	0.408584	0.356838
SCRN3	0.540015	0.766904	0.416337	0.832016	0.279208	0.726197
SCRT1	0.606614	0.631525	0.575649	0.574613	0.600619	0.153744
SCRT2	0.475649	0.842524	0.511227	0.695753	0.746439	0.060643
SCT	0.696646	0.354923	0.758517	0.156052	0.242572	0.831868
SCTR	0.800357	0.100565	0.817354	0.068402	0.228048	0.863344
SCUBE1	0.423477	0.887945	0.455899	0.780751	0.642509	0.125068
SCUBE2	0.627785	0.573435	0.656459	0.392585	0.38348	0.413749
SCUBE3	0.426485	0.885932	0.4913	0.729634	0.648821	0.120403
SCX	0.518644	0.796514	0.337151	0.911613	0.652809	0.1178
SCYGR1	0.827683	0.067076	0.653326	0.399804	0.458561	0.272968
SCYGR10	0.92939	0.003585	0.942435	0.00108	0.450754	0.283624
SCYGR2	0.860171	0.038399	0.806923	0.081218	0.476756	0.252296
SCYGR3	0.8188	0.076504	0.694133	0.298453	0.459722	0.271741
SCYGR4	0.829535	0.065112	0.720923	0.235748	0.448974	0.286521
SCYGR5	0.819059	0.07616	0.633705	0.444537	0.459558	0.271986
SCYGR6	0.855054	0.042622	0.708532	0.264424	0.491415	0.23673
SCYGR7	0.864663	0.034815	0.760669	0.152271	0.384252	0.411589
SCYGR8	0.865597	0.034078	0.732285	0.207955	0.482306	0.24601
SCYGR9	0.845203	0.051755	0.618031	0.482249	0.480869	0.247582
SCYL1	0.634101	0.554481	0.58825	0.54903	0.35436	0.492708
SCYL2	0.581143	0.689467	0.524758	0.674098	0.43567	0.30577
SCYL3	0.620662	0.592389	0.66319	0.375252	0.348796	0.507587
SDAD1	0.616712	0.603339	0.424148	0.822882	0.464722	0.265554
SDC1	0.718553	0.29153	0.665651	0.369654	0.221307	0.877584
SDC2	0.71692	0.295703	0.48747	0.735919	0.362773	0.470611
SDC3	0.524216	0.789639	0.62295	0.469482	0.383063	0.415026
SDC4	0.836609	0.058925	0.587804	0.550061	0.228172	0.863098
SDCBP	0.773861	0.145151	0.69976	0.284606	0.36084	0.475915
SDCBP2	0.674352	0.428137	0.636986	0.436779	0.481155	0.247189
SDCCAG8	0.697222	0.353008	0.604329	0.513577	0.338428	0.538129
SDE2	0.685094	0.391652	0.503938	0.708569	0.342012	0.52659
SDF2	0.684274	0.394206	0.619886	0.477437	0.36949	0.452394
SDF2L1	0.622635	0.587135	0.701736	0.279892	0.391206	0.396317
SDF4	0.734246	0.2466	0.640375	0.428529	0.240236	0.836828
SDHA	0.720834	0.285441	0.559398	0.606924	0.348299	0.508863
SDHAF1	0.733819	0.247434	0.685449	0.319028	0.313239	0.619151
SDHAF2	0.511511	0.805647	0.425187	0.821213	0.32683	0.575104
SDHAF3	0.773725	0.145642	0.683286	0.325018	0.250372	0.811736
SDHAF4	0.656293	0.48657	0.289517	0.945151	0.309229	0.632016
SDHB	0.772176	0.148588	0.552881	0.619789	0.344705	0.519617
SDHC	0.793907	0.109944	0.629115	0.455536	0.277519	0.730862
SDHD	0.750469	0.198429	0.594065	0.53533	0.296447	0.674196
SDIM1	0.799531	0.101547	0.623384	0.468254	0.474709	0.255095
SDK1	0.697319	0.352762	0.662153	0.378493	0.383403	0.414044
SDK2	0.73759	0.237024	0.693991	0.298944	0.360433	0.476553
SDR16C5	0.901961	0.013454	0.690549	0.307145	0.134976	0.988608
SDR39U1	0.685009	0.391996	0.445472	0.794402	0.380147	0.422391
SDR42E1	0.743599	0.217285	0.541979	0.6411	0.276598	0.733955
SDR42E2	0.715137	0.301449	0.58318	0.559342	0.32114	0.594255
SDR9C7	0.827712	0.066978	0.642483	0.423521	0.182339	0.946084
SDS	0.793401	0.110533	0.684798	0.32055	0.212673	0.89482
SDSL	0.64372	0.524626	0.586801	0.551534	0.345495	0.51726
SEBOX	0.701361	0.340241	0.685158	0.319617	0.381245	0.419985
SEC11A	0.727012	0.267272	0.688201	0.312792	0.364093	0.466683
SEC11B	0.668828	0.445863	0.499144	0.716278	0.464564	0.265848
SEC11C	0.534534	0.775743	0.523226	0.676995	0.616556	0.142352
SEC13	0.682213	0.401277	0.543555	0.637908	0.423101	0.32767
SEC14L1	0.580119	0.692021	0.651285	0.404027	0.482437	0.245814
SEC14L2	0.656412	0.485784	0.661769	0.379475	0.226984	0.865455
SEC14L3	0.565208	0.722711	0.662802	0.376774	0.281527	0.719273
SEC14L4	0.601926	0.64331	0.633123	0.445519	0.246578	0.8219
SEC14L5	0.561197	0.730518	0.636526	0.437859	0.441599	0.29698
SEC14L6	0.635603	0.549374	0.709883	0.261429	0.19905	0.920059
SEC16A	0.359065	0.934446	0.259838	0.962337	0.613116	0.144513
SEC16B	0.497096	0.821753	0.331641	0.915787	0.492686	0.235846
SEC22A	0.672426	0.434716	0.586221	0.552615	0.36278	0.470562
SEC22B	0.746174	0.210803	0.621741	0.472723	0.27234	0.748883
SEC22C	0.582994	0.685588	0.630012	0.45313	0.321965	0.591063
SEC23A	0.636961	0.545642	0.614459	0.4904	0.336903	0.54245
SEC23B	0.45738	0.858188	0.437438	0.805549	0.500995	0.227891
SEC23IP	0.497427	0.821213	0.502019	0.711809	0.383104	0.414977
SEC24A	0.606093	0.633194	0.55795	0.609723	0.360452	0.476504
SEC24B	0.298834	0.967493	0.329182	0.918046	0.727853	0.070317
SEC24C	0.298841	0.967444	0.309879	0.932384	0.707901	0.081709
SEC24D	0.575029	0.701694	0.487035	0.736852	0.400143	0.375792
SEC31A	0.549431	0.751093	0.383641	0.868353	0.438672	0.301596
SEC31B	0.60681	0.630985	0.396183	0.8548	0.453355	0.280039
SEC61A1	0.604184	0.638006	0.487816	0.734986	0.563969	0.177952
SEC61A2	0.772039	0.14903	0.509849	0.697913	0.332691	0.555414
SEC61B	0.779917	0.133906	0.409443	0.840069	0.338898	0.536705
SEC61G	0.730112	0.258434	0.631393	0.449546	0.476302	0.253278
SEC62	0.434801	0.878419	0.391186	0.860398	0.686879	0.095016
SEC63	0.59643	0.655782	0.543698	0.637466	0.354724	0.49153
SECISBP2	0.554215	0.742745	0.394093	0.856764	0.443937	0.293837
SECISBP2L	0.436377	0.877142	0.402754	0.848466	0.548261	0.189148
SECTM1	0.689767	0.37697	0.73216	0.208102	0.211617	0.896538
SEH1L	0.614895	0.608348	0.413914	0.834913	0.551466	0.186693
SEL1L	0.42608	0.886226	0.507295	0.702185	0.606119	0.14957
SEL1L2	0.685324	0.391063	0.597226	0.52821	0.345884	0.516131
SEL1L3	0.585726	0.679597	0.679531	0.334643	0.310447	0.628087
SELE	0.753929	0.189934	0.72888	0.214486	0.191284	0.932237
SELENBP1	0.511899	0.805156	0.387543	0.864522	0.501922	0.22686
SELENOF	0.560031	0.732531	0.55772	0.610361	0.276023	0.736067
SELENOH	0.568559	0.715345	0.439576	0.802603	0.421551	0.330174
SELENOI	0.687566	0.383747	0.647073	0.413504	0.308873	0.633342
SELENOK	0.806834	0.092021	0.661002	0.381782	0.255194	0.798625
SELENOM	0.621032	0.591603	0.629422	0.454702	0.247082	0.820624
SELENON	0.480892	0.837908	0.631732	0.44876	0.394346	0.388411
SELENOO	0.478345	0.840412	0.479437	0.748588	0.378582	0.426909
SELENOP	0.627948	0.572895	0.554641	0.615566	0.313776	0.617334
SELENOS	0.69026	0.375301	0.517001	0.687356	0.316163	0.609232
SELENOT	0.744749	0.214142	0.453055	0.784434	0.352635	0.49644
SELENOV	0.601488	0.644488	0.523908	0.675718	0.442908	0.295311
SELENOW	0.719128	0.289958	0.566202	0.594795	0.326128	0.577461
SELL	0.768541	0.156101	0.796645	0.094967	0.190058	0.934397
SELP	0.684152	0.394795	0.649291	0.40879	0.322773	0.588559
SELPLG	0.726375	0.269286	0.731769	0.209182	0.241909	0.833342
SEM1	0.641184	0.533219	0.523973	0.675473	0.499203	0.229413
SEMA3A	0.473024	0.844979	0.430463	0.814486	0.577239	0.169163
SEMA3B	0.644714	0.521581	0.59073	0.543138	0.377651	0.429708
SEMA3C	0.695875	0.357378	0.568457	0.590425	0.31256	0.621262
SEMA3D	0.690062	0.376185	0.566361	0.594451	0.309635	0.630493
SEMA3E	0.688548	0.380997	0.585669	0.553941	0.288495	0.699337
SEMA3F	0.43053	0.882151	0.463735	0.770587	0.626549	0.136263
SEMA3G	0.592923	0.663148	0.585737	0.553793	0.388802	0.401178
SEMA4A	0.683547	0.397152	0.672469	0.352222	0.261179	0.782912
SEMA4B	0.684419	0.393616	0.7023	0.278272	0.280563	0.722858
SEMA4C	0.432114	0.880579	0.538123	0.648564	0.594002	0.157525
SEMA4D	0.492415	0.826762	0.542468	0.639971	0.544828	0.191947
SEMA4F	0.658083	0.481021	0.686603	0.316622	0.281884	0.718438
SEMA4G	0.67679	0.419838	0.620143	0.476946	0.321471	0.593076
SEMA5A	0.671453	0.437908	0.644969	0.418267	0.330907	0.561846
SEMA5B	0.667149	0.451461	0.696439	0.292806	0.337603	0.540388
SEMA6A	0.401656	0.903756	0.438241	0.804468	0.732697	0.067911
SEMA6B	0.674756	0.426663	0.727874	0.217235	0.389207	0.400491
SEMA6C	0.708211	0.320599	0.715495	0.247582	0.34091	0.530076
SEMA6D	0.436238	0.877289	0.494952	0.722612	0.670367	0.106457
SEMA7A	0.553758	0.743481	0.576338	0.572944	0.343407	0.522858
SEMG1	0.813717	0.083133	0.860253	0.026663	0.18133	0.947115
SEMG2	0.854686	0.043015	0.829706	0.054898	0.180694	0.948048
SENP1	0.335902	0.949128	0.400265	0.850921	0.738435	0.064915
SENP2	0.423275	0.888092	0.335921	0.912251	0.680982	0.098551
SENP3	0.315791	0.959686	0.444296	0.796219	0.678095	0.100614
SENP5	0.440512	0.873558	0.455514	0.781439	0.66709	0.108765
SENP6	0.326041	0.954383	0.206642	0.983648	0.705683	0.083133
SENP7	0.525788	0.787331	0.343834	0.906408	0.419168	0.334594
SENP8	0.612636	0.614878	0.564479	0.597889	0.23742	0.844685
